,enzyme,index_source,index_target,node_source_linear,node_target_linear
847,A3SIAT,287,413,Ab4GNb2Ma6(NNa3Ab4GNb4(Ab4GNb2)Ma3)Mb4GNb4GN?,Ab4GNb2Ma6(NNa3Ab4GNb4(NNa3Ab4GNb2)Ma3)Mb4GNb4GN?
848,A3SIAT,287,415,Ab4GNb2Ma6(NNa3Ab4GNb4(Ab4GNb2)Ma3)Mb4GNb4GN?,NNa3Ab4GNb2Ma6(NNa3Ab4GNb4(Ab4GNb2)Ma3)Mb4GNb4GN?
849,A3SIAT,288,414,NNa3Ab4GNb2Ma6(Ab4GNb4(Ab4GNb2)Ma3)Mb4GNb4GN?,NNa3Ab4GNb2Ma6(Ab4GNb4(NNa3Ab4GNb2)Ma3)Mb4GNb4GN?
850,A3SIAT,288,415,NNa3Ab4GNb2Ma6(Ab4GNb4(Ab4GNb2)Ma3)Mb4GNb4GN?,NNa3Ab4GNb2Ma6(NNa3Ab4GNb4(Ab4GNb2)Ma3)Mb4GNb4GN?
851,A3SIAT,289,416,GNb6(GNb2)Ma6(Ab4GNb4(NNa3Ab4GNb2)Ma3)Mb4GNb4GN?,GNb6(GNb2)Ma6(NNa3Ab4GNb4(NNa3Ab4GNb2)Ma3)Mb4GNb4GN?
852,B4GALT,289,436,GNb6(GNb2)Ma6(Ab4GNb4(NNa3Ab4GNb2)Ma3)Mb4GNb4GN?,GNb6(Ab4GNb2)Ma6(Ab4GNb4(NNa3Ab4GNb2)Ma3)Mb4GNb4GN?
853,B4GALT,289,439,GNb6(GNb2)Ma6(Ab4GNb4(NNa3Ab4GNb2)Ma3)Mb4GNb4GN?,Ab4GNb6(GNb2)Ma6(Ab4GNb4(NNa3Ab4GNb2)Ma3)Mb4GNb4GN?
854,A3SIAT,290,416,GNb6(GNb2)Ma6(NNa3Ab4GNb4(Ab4GNb2)Ma3)Mb4GNb4GN?,GNb6(GNb2)Ma6(NNa3Ab4GNb4(NNa3Ab4GNb2)Ma3)Mb4GNb4GN?
855,B4GALT,290,437,GNb6(GNb2)Ma6(NNa3Ab4GNb4(Ab4GNb2)Ma3)Mb4GNb4GN?,GNb6(Ab4GNb2)Ma6(NNa3Ab4GNb4(Ab4GNb2)Ma3)Mb4GNb4GN?
856,B4GALT,290,440,GNb6(GNb2)Ma6(NNa3Ab4GNb4(Ab4GNb2)Ma3)Mb4GNb4GN?,Ab4GNb6(GNb2)Ma6(NNa3Ab4GNb4(Ab4GNb2)Ma3)Mb4GNb4GN?
857,A3SIAT,291,417,GNb6(Ab4GNb2)Ma6(GNb4(NNa3Ab4GNb2)Ma3)Mb4GNb4GN?,GNb6(NNa3Ab4GNb2)Ma6(GNb4(NNa3Ab4GNb2)Ma3)Mb4GNb4GN?
858,B4GALT,291,436,GNb6(Ab4GNb2)Ma6(GNb4(NNa3Ab4GNb2)Ma3)Mb4GNb4GN?,GNb6(Ab4GNb2)Ma6(Ab4GNb4(NNa3Ab4GNb2)Ma3)Mb4GNb4GN?
859,B4GALT,291,441,GNb6(Ab4GNb2)Ma6(GNb4(NNa3Ab4GNb2)Ma3)Mb4GNb4GN?,Ab4GNb6(Ab4GNb2)Ma6(GNb4(NNa3Ab4GNb2)Ma3)Mb4GNb4GN?
860,A3SIAT,292,418,GNb6(Ab4GNb2)Ma6(NNa3Ab4GNb4(GNb2)Ma3)Mb4GNb4GN?,GNb6(NNa3Ab4GNb2)Ma6(NNa3Ab4GNb4(GNb2)Ma3)Mb4GNb4GN?
861,B4GALT,292,437,GNb6(Ab4GNb2)Ma6(NNa3Ab4GNb4(GNb2)Ma3)Mb4GNb4GN?,GNb6(Ab4GNb2)Ma6(NNa3Ab4GNb4(Ab4GNb2)Ma3)Mb4GNb4GN?
862,B4GALT,292,442,GNb6(Ab4GNb2)Ma6(NNa3Ab4GNb4(GNb2)Ma3)Mb4GNb4GN?,Ab4GNb6(Ab4GNb2)Ma6(NNa3Ab4GNb4(GNb2)Ma3)Mb4GNb4GN?
863,A3SIAT,293,417,GNb6(NNa3Ab4GNb2)Ma6(GNb4(Ab4GNb2)Ma3)Mb4GNb4GN?,GNb6(NNa3Ab4GNb2)Ma6(GNb4(NNa3Ab4GNb2)Ma3)Mb4GNb4GN?
864,B4GALT,293,438,GNb6(NNa3Ab4GNb2)Ma6(GNb4(Ab4GNb2)Ma3)Mb4GNb4GN?,GNb6(NNa3Ab4GNb2)Ma6(Ab4GNb4(Ab4GNb2)Ma3)Mb4GNb4GN?
865,B4GALT,293,443,GNb6(NNa3Ab4GNb2)Ma6(GNb4(Ab4GNb2)Ma3)Mb4GNb4GN?,Ab4GNb6(NNa3Ab4GNb2)Ma6(GNb4(Ab4GNb2)Ma3)Mb4GNb4GN?
866,A3SIAT,294,418,GNb6(NNa3Ab4GNb2)Ma6(Ab4GNb4(GNb2)Ma3)Mb4GNb4GN?,GNb6(NNa3Ab4GNb2)Ma6(NNa3Ab4GNb4(GNb2)Ma3)Mb4GNb4GN?
867,B4GALT,294,438,GNb6(NNa3Ab4GNb2)Ma6(Ab4GNb4(GNb2)Ma3)Mb4GNb4GN?,GNb6(NNa3Ab4GNb2)Ma6(Ab4GNb4(Ab4GNb2)Ma3)Mb4GNb4GN?
868,B4GALT,294,444,GNb6(NNa3Ab4GNb2)Ma6(Ab4GNb4(GNb2)Ma3)Mb4GNb4GN?,Ab4GNb6(NNa3Ab4GNb2)Ma6(Ab4GNb4(GNb2)Ma3)Mb4GNb4GN?
869,B4GALT,295,439,Ab4GNb6(GNb2)Ma6(GNb4(NNa3Ab4GNb2)Ma3)Mb4GNb4GN?,Ab4GNb6(GNb2)Ma6(Ab4GNb4(NNa3Ab4GNb2)Ma3)Mb4GNb4GN?
870,B4GALT,295,441,Ab4GNb6(GNb2)Ma6(GNb4(NNa3Ab4GNb2)Ma3)Mb4GNb4GN?,Ab4GNb6(Ab4GNb2)Ma6(GNb4(NNa3Ab4GNb2)Ma3)Mb4GNb4GN?
871,IGNT,295,445,Ab4GNb6(GNb2)Ma6(GNb4(NNa3Ab4GNb2)Ma3)Mb4GNb4GN?,GNb3Ab4GNb6(GNb2)Ma6(GNb4(NNa3Ab4GNb2)Ma3)Mb4GNb4GN?
872,A3SIAT,295,462,Ab4GNb6(GNb2)Ma6(GNb4(NNa3Ab4GNb2)Ma3)Mb4GNb4GN?,NNa3Ab4GNb6(GNb2)Ma6(GNb4(NNa3Ab4GNb2)Ma3)Mb4GNb4GN?
873,B4GALT,296,440,Ab4GNb6(GNb2)Ma6(NNa3Ab4GNb4(GNb2)Ma3)Mb4GNb4GN?,Ab4GNb6(GNb2)Ma6(NNa3Ab4GNb4(Ab4GNb2)Ma3)Mb4GNb4GN?
874,B4GALT,296,442,Ab4GNb6(GNb2)Ma6(NNa3Ab4GNb4(GNb2)Ma3)Mb4GNb4GN?,Ab4GNb6(Ab4GNb2)Ma6(NNa3Ab4GNb4(GNb2)Ma3)Mb4GNb4GN?
875,IGNT,296,446,Ab4GNb6(GNb2)Ma6(NNa3Ab4GNb4(GNb2)Ma3)Mb4GNb4GN?,GNb3Ab4GNb6(GNb2)Ma6(NNa3Ab4GNb4(GNb2)Ma3)Mb4GNb4GN?
876,A3SIAT,296,463,Ab4GNb6(GNb2)Ma6(NNa3Ab4GNb4(GNb2)Ma3)Mb4GNb4GN?,NNa3Ab4GNb6(GNb2)Ma6(NNa3Ab4GNb4(GNb2)Ma3)Mb4GNb4GN?
877,A3SIAT,297,419,Ab4GNb6(Ab4GNb2)Ma6(NNa3Ab4GNb2Ma3)Mb4GNb4GN?,Ab4GNb6(NNa3Ab4GNb2)Ma6(NNa3Ab4GNb2Ma3)Mb4GNb4GN?
878,IGNT,297,447,Ab4GNb6(Ab4GNb2)Ma6(NNa3Ab4GNb2Ma3)Mb4GNb4GN?,GNb3Ab4GNb6(Ab4GNb2)Ma6(NNa3Ab4GNb2Ma3)Mb4GNb4GN?
879,A3SIAT,297,464,Ab4GNb6(Ab4GNb2)Ma6(NNa3Ab4GNb2Ma3)Mb4GNb4GN?,NNa3Ab4GNb6(Ab4GNb2)Ma6(NNa3Ab4GNb2Ma3)Mb4GNb4GN?
880,A3SIAT,298,419,Ab4GNb6(NNa3Ab4GNb2)Ma6(Ab4GNb2Ma3)Mb4GNb4GN?,Ab4GNb6(NNa3Ab4GNb2)Ma6(NNa3Ab4GNb2Ma3)Mb4GNb4GN?
881,IGNT,298,448,Ab4GNb6(NNa3Ab4GNb2)Ma6(Ab4GNb2Ma3)Mb4GNb4GN?,GNb3Ab4GNb6(NNa3Ab4GNb2)Ma6(Ab4GNb2Ma3)Mb4GNb4GN?
882,A3SIAT,298,465,Ab4GNb6(NNa3Ab4GNb2)Ma6(Ab4GNb2Ma3)Mb4GNb4GN?,NNa3Ab4GNb6(NNa3Ab4GNb2)Ma6(Ab4GNb2Ma3)Mb4GNb4GN?
883,B4GALT,299,443,Ab4GNb6(NNa3Ab4GNb2)Ma6(GNb4(GNb2)Ma3)Mb4GNb4GN?,Ab4GNb6(NNa3Ab4GNb2)Ma6(GNb4(Ab4GNb2)Ma3)Mb4GNb4GN?
884,B4GALT,299,444,Ab4GNb6(NNa3Ab4GNb2)Ma6(GNb4(GNb2)Ma3)Mb4GNb4GN?,Ab4GNb6(NNa3Ab4GNb2)Ma6(Ab4GNb4(GNb2)Ma3)Mb4GNb4GN?
885,IGNT,299,449,Ab4GNb6(NNa3Ab4GNb2)Ma6(GNb4(GNb2)Ma3)Mb4GNb4GN?,GNb3Ab4GNb6(NNa3Ab4GNb2)Ma6(GNb4(GNb2)Ma3)Mb4GNb4GN?
886,A3SIAT,299,466,Ab4GNb6(NNa3Ab4GNb2)Ma6(GNb4(GNb2)Ma3)Mb4GNb4GN?,NNa3Ab4GNb6(NNa3Ab4GNb2)Ma6(GNb4(GNb2)Ma3)Mb4GNb4GN?
887,B4GALT,300,447,GNb3Ab4GNb6(GNb2)Ma6(NNa3Ab4GNb2Ma3)Mb4GNb4GN?,GNb3Ab4GNb6(Ab4GNb2)Ma6(NNa3Ab4GNb2Ma3)Mb4GNb4GN?
888,B4GALT,300,450,GNb3Ab4GNb6(GNb2)Ma6(NNa3Ab4GNb2Ma3)Mb4GNb4GN?,Ab4GNb3Ab4GNb6(GNb2)Ma6(NNa3Ab4GNb2Ma3)Mb4GNb4GN?
889,B4GALT,301,448,GNb3Ab4GNb6(NNa3Ab4GNb2)Ma6(GNb2Ma3)Mb4GNb4GN?,GNb3Ab4GNb6(NNa3Ab4GNb2)Ma6(Ab4GNb2Ma3)Mb4GNb4GN?
890,B4GALT,301,451,GNb3Ab4GNb6(NNa3Ab4GNb2)Ma6(GNb2Ma3)Mb4GNb4GN?,Ab4GNb3Ab4GNb6(NNa3Ab4GNb2)Ma6(GNb2Ma3)Mb4GNb4GN?
891,B4GALT,302,453,NNa6Ab4GNb3Ab4GNb6(GNb2)Ma6(GNb2Ma3)Mb4GNb4GN?,NNa6Ab4GNb3Ab4GNb6(GNb2)Ma6(Ab4GNb2Ma3)Mb4GNb4GN?
892,B4GALT,302,455,NNa6Ab4GNb3Ab4GNb6(GNb2)Ma6(GNb2Ma3)Mb4GNb4GN?,NNa6Ab4GNb3Ab4GNb6(Ab4GNb2)Ma6(GNb2Ma3)Mb4GNb4GN?
893,B4GALT,303,457,NNa3Ab4GNb3Ab4GNb6(GNb2)Ma6(GNb2Ma3)Mb4GNb4GN?,NNa3Ab4GNb3Ab4GNb6(GNb2)Ma6(Ab4GNb2Ma3)Mb4GNb4GN?
894,B4GALT,303,459,NNa3Ab4GNb3Ab4GNb6(GNb2)Ma6(GNb2Ma3)Mb4GNb4GN?,NNa3Ab4GNb3Ab4GNb6(Ab4GNb2)Ma6(GNb2Ma3)Mb4GNb4GN?
895,B4GALT,304,464,NNa3Ab4GNb6(GNb2)Ma6(NNa3Ab4GNb2Ma3)Mb4GNb4GN?,NNa3Ab4GNb6(Ab4GNb2)Ma6(NNa3Ab4GNb2Ma3)Mb4GNb4GN?
896,B4GALT,305,465,NNa3Ab4GNb6(NNa3Ab4GNb2)Ma6(GNb2Ma3)Mb4GNb4GN?,NNa3Ab4GNb6(NNa3Ab4GNb2)Ma6(Ab4GNb2Ma3)Mb4GNb4GN?
897,A3SIAT,306,460,NNa3Ab4GNb6(GNb2)Ma6(Ab4GNb2Ma3)Mb4GNb4(Fa6)GN?,NNa3Ab4GNb6(GNb2)Ma6(NNa3Ab4GNb2Ma3)Mb4GNb4(Fa6)GN?
898,B4GALT,306,469,NNa3Ab4GNb6(GNb2)Ma6(Ab4GNb2Ma3)Mb4GNb4(Fa6)GN?,NNa3Ab4GNb6(Ab4GNb2)Ma6(Ab4GNb2Ma3)Mb4GNb4(Fa6)GN?
899,B4GALT,307,467,NNa3Ab4GNb6(GNb2)Ma6(GNb4(GNb2)Ma3)Mb4GNb4(Fa6)GN?,NNa3Ab4GNb6(GNb2)Ma6(GNb4(Ab4GNb2)Ma3)Mb4GNb4(Fa6)GN?
900,B4GALT,307,468,NNa3Ab4GNb6(GNb2)Ma6(GNb4(GNb2)Ma3)Mb4GNb4(Fa6)GN?,NNa3Ab4GNb6(GNb2)Ma6(Ab4GNb4(GNb2)Ma3)Mb4GNb4(Fa6)GN?
901,B4GALT,307,470,NNa3Ab4GNb6(GNb2)Ma6(GNb4(GNb2)Ma3)Mb4GNb4(Fa6)GN?,NNa3Ab4GNb6(Ab4GNb2)Ma6(GNb4(GNb2)Ma3)Mb4GNb4(Fa6)GN?
902,A3SIAT,308,461,NNa3Ab4GNb6(Ab4GNb2)Ma6(GNb2Ma3)Mb4GNb4(Fa6)GN?,NNa3Ab4GNb6(NNa3Ab4GNb2)Ma6(GNb2Ma3)Mb4GNb4(Fa6)GN?
903,B4GALT,308,469,NNa3Ab4GNb6(Ab4GNb2)Ma6(GNb2Ma3)Mb4GNb4(Fa6)GN?,NNa3Ab4GNb6(Ab4GNb2)Ma6(Ab4GNb2Ma3)Mb4GNb4(Fa6)GN?
904,A3SIAT,309,462,NNa3Ab4GNb6(GNb2)Ma6(GNb4(Ab4GNb2)Ma3)Mb4GNb4GN?,NNa3Ab4GNb6(GNb2)Ma6(GNb4(NNa3Ab4GNb2)Ma3)Mb4GNb4GN?
905,B4GALT,309,471,NNa3Ab4GNb6(GNb2)Ma6(GNb4(Ab4GNb2)Ma3)Mb4GNb4GN?,NNa3Ab4GNb6(GNb2)Ma6(Ab4GNb4(Ab4GNb2)Ma3)Mb4GNb4GN?
906,B4GALT,309,472,NNa3Ab4GNb6(GNb2)Ma6(GNb4(Ab4GNb2)Ma3)Mb4GNb4GN?,NNa3Ab4GNb6(Ab4GNb2)Ma6(GNb4(Ab4GNb2)Ma3)Mb4GNb4GN?
907,A3SIAT,310,463,NNa3Ab4GNb6(GNb2)Ma6(Ab4GNb4(GNb2)Ma3)Mb4GNb4GN?,NNa3Ab4GNb6(GNb2)Ma6(NNa3Ab4GNb4(GNb2)Ma3)Mb4GNb4GN?
908,B4GALT,310,471,NNa3Ab4GNb6(GNb2)Ma6(Ab4GNb4(GNb2)Ma3)Mb4GNb4GN?,NNa3Ab4GNb6(GNb2)Ma6(Ab4GNb4(Ab4GNb2)Ma3)Mb4GNb4GN?
909,B4GALT,310,473,NNa3Ab4GNb6(GNb2)Ma6(Ab4GNb4(GNb2)Ma3)Mb4GNb4GN?,NNa3Ab4GNb6(Ab4GNb2)Ma6(Ab4GNb4(GNb2)Ma3)Mb4GNb4GN?
910,A3SIAT,311,464,NNa3Ab4GNb6(Ab4GNb2)Ma6(Ab4GNb2Ma3)Mb4GNb4GN?,NNa3Ab4GNb6(Ab4GNb2)Ma6(NNa3Ab4GNb2Ma3)Mb4GNb4GN?
911,A3SIAT,311,465,NNa3Ab4GNb6(Ab4GNb2)Ma6(Ab4GNb2Ma3)Mb4GNb4GN?,NNa3Ab4GNb6(NNa3Ab4GNb2)Ma6(Ab4GNb2Ma3)Mb4GNb4GN?
912,A3SIAT,312,466,NNa3Ab4GNb6(Ab4GNb2)Ma6(GNb4(GNb2)Ma3)Mb4GNb4GN?,NNa3Ab4GNb6(NNa3Ab4GNb2)Ma6(GNb4(GNb2)Ma3)Mb4GNb4GN?
913,B4GALT,312,472,NNa3Ab4GNb6(Ab4GNb2)Ma6(GNb4(GNb2)Ma3)Mb4GNb4GN?,NNa3Ab4GNb6(Ab4GNb2)Ma6(GNb4(Ab4GNb2)Ma3)Mb4GNb4GN?
914,B4GALT,312,473,NNa3Ab4GNb6(Ab4GNb2)Ma6(GNb4(GNb2)Ma3)Mb4GNb4GN?,NNa3Ab4GNb6(Ab4GNb2)Ma6(Ab4GNb4(GNb2)Ma3)Mb4GNb4GN?
915,B4GALT,313,476,NNa6Ab4GNb6(GNb2)Ma6(Ab4GNb2Ma3)Mb4GNb4(Fa6)GN?,NNa6Ab4GNb6(Ab4GNb2)Ma6(Ab4GNb2Ma3)Mb4GNb4(Fa6)GN?
916,B4GALT,314,478,NNa6Ab4GNb6(GNb2)Ma6(GNb4(Ab4GNb2)Ma3)Mb4GNb4GN?,NNa6Ab4GNb6(GNb2)Ma6(Ab4GNb4(Ab4GNb2)Ma3)Mb4GNb4GN?
917,B4GALT,314,480,NNa6Ab4GNb6(GNb2)Ma6(GNb4(Ab4GNb2)Ma3)Mb4GNb4GN?,NNa6Ab4GNb6(Ab4GNb2)Ma6(GNb4(Ab4GNb2)Ma3)Mb4GNb4GN?
918,A6SIAT,315,474,NNa6Ab4GNb6(Ab4GNb2)Ma6(Ab4GNb2Ma3)Mb4GNb4GN?,NNa6Ab4GNb6(NNa6Ab4GNb2)Ma6(Ab4GNb2Ma3)Mb4GNb4GN?
919,B4GALT,316,474,NNa6Ab4GNb6(NNa6Ab4GNb2)Ma6(GNb2Ma3)Mb4GNb4GN?,NNa6Ab4GNb6(NNa6Ab4GNb2)Ma6(Ab4GNb2Ma3)Mb4GNb4GN?
920,B4GALT,317,475,NNa6Ab4GNb6(GNb2)Ma6(GNb4(GNb2)Ma3)Mb4GNb4(Fa6)GN?,NNa6Ab4GNb6(GNb2)Ma6(GNb4(Ab4GNb2)Ma3)Mb4GNb4(Fa6)GN?
921,B4GALT,317,482,NNa6Ab4GNb6(GNb2)Ma6(GNb4(GNb2)Ma3)Mb4GNb4(Fa6)GN?,NNa6Ab4GNb6(GNb2)Ma6(Ab4GNb4(GNb2)Ma3)Mb4GNb4(Fa6)GN?
922,B4GALT,317,483,NNa6Ab4GNb6(GNb2)Ma6(GNb4(GNb2)Ma3)Mb4GNb4(Fa6)GN?,NNa6Ab4GNb6(Ab4GNb2)Ma6(GNb4(GNb2)Ma3)Mb4GNb4(Fa6)GN?
923,B4GALT,318,476,NNa6Ab4GNb6(Ab4GNb2)Ma6(GNb2Ma3)Mb4GNb4(Fa6)GN?,NNa6Ab4GNb6(Ab4GNb2)Ma6(Ab4GNb2Ma3)Mb4GNb4(Fa6)GN?
924,A6SIAT,318,477,NNa6Ab4GNb6(Ab4GNb2)Ma6(GNb2Ma3)Mb4GNb4(Fa6)GN?,NNa6Ab4GNb6(NNa6Ab4GNb2)Ma6(GNb2Ma3)Mb4GNb4(Fa6)GN?
925,B4GALT,319,478,NNa6Ab4GNb6(GNb2)Ma6(Ab4GNb4(GNb2)Ma3)Mb4GNb4GN?,NNa6Ab4GNb6(GNb2)Ma6(Ab4GNb4(Ab4GNb2)Ma3)Mb4GNb4GN?
926,A6SIAT,319,479,NNa6Ab4GNb6(GNb2)Ma6(Ab4GNb4(GNb2)Ma3)Mb4GNb4GN?,NNa6Ab4GNb6(GNb2)Ma6(NNa6Ab4GNb4(GNb2)Ma3)Mb4GNb4GN?
927,B4GALT,319,484,NNa6Ab4GNb6(GNb2)Ma6(Ab4GNb4(GNb2)Ma3)Mb4GNb4GN?,NNa6Ab4GNb6(Ab4GNb2)Ma6(Ab4GNb4(GNb2)Ma3)Mb4GNb4GN?
928,B4GALT,320,480,NNa6Ab4GNb6(Ab4GNb2)Ma6(GNb4(GNb2)Ma3)Mb4GNb4GN?,NNa6Ab4GNb6(Ab4GNb2)Ma6(GNb4(Ab4GNb2)Ma3)Mb4GNb4GN?
929,A6SIAT,320,481,NNa6Ab4GNb6(Ab4GNb2)Ma6(GNb4(GNb2)Ma3)Mb4GNb4GN?,NNa6Ab4GNb6(NNa6Ab4GNb2)Ma6(GNb4(GNb2)Ma3)Mb4GNb4GN?
930,B4GALT,320,484,NNa6Ab4GNb6(Ab4GNb2)Ma6(GNb4(GNb2)Ma3)Mb4GNb4GN?,NNa6Ab4GNb6(Ab4GNb2)Ma6(Ab4GNb4(GNb2)Ma3)Mb4GNb4GN?
931,B4GALT,322,487,GNb2Ma6(Ab4GNb3Ab4GNb3Ab4GNb2Ma3)Mb4GNb4GN?,Ab4GNb2Ma6(Ab4GNb3Ab4GNb3Ab4GNb2Ma3)Mb4GNb4GN?
932,B4GALT,323,488,Ab4GNb3Ab4GNb3Ab4GNb2Ma6(GNb2Ma3)Mb4GNb4GN?,Ab4GNb3Ab4GNb3Ab4GNb2Ma6(Ab4GNb2Ma3)Mb4GNb4GN?
933,B4GALT,324,485,GNb2Ma6(GNb3Ab4GNb3Ab4GNb2Ma3)Mb4GNb4(Fa6)GN?,GNb2Ma6(Ab4GNb3Ab4GNb3Ab4GNb2Ma3)Mb4GNb4(Fa6)GN?
934,B4GALT,324,489,GNb2Ma6(GNb3Ab4GNb3Ab4GNb2Ma3)Mb4GNb4(Fa6)GN?,Ab4GNb2Ma6(GNb3Ab4GNb3Ab4GNb2Ma3)Mb4GNb4(Fa6)GN?
935,IGNT,325,489,Ab4GNb2Ma6(Ab4GNb3Ab4GNb2Ma3)Mb4GNb4(Fa6)GN?,Ab4GNb2Ma6(GNb3Ab4GNb3Ab4GNb2Ma3)Mb4GNb4(Fa6)GN?
936,IGNT,325,490,Ab4GNb2Ma6(Ab4GNb3Ab4GNb2Ma3)Mb4GNb4(Fa6)GN?,GNb3Ab4GNb2Ma6(Ab4GNb3Ab4GNb2Ma3)Mb4GNb4(Fa6)GN?
937,B4GALT,326,490,GNb3Ab4GNb2Ma6(GNb3Ab4GNb2Ma3)Mb4GNb4(Fa6)GN?,GNb3Ab4GNb2Ma6(Ab4GNb3Ab4GNb2Ma3)Mb4GNb4(Fa6)GN?
938,B4GALT,326,491,GNb3Ab4GNb2Ma6(GNb3Ab4GNb2Ma3)Mb4GNb4(Fa6)GN?,Ab4GNb3Ab4GNb2Ma6(GNb3Ab4GNb2Ma3)Mb4GNb4(Fa6)GN?
939,IGNT,327,491,Ab4GNb3Ab4GNb2Ma6(Ab4GNb2Ma3)Mb4GNb4(Fa6)GN?,Ab4GNb3Ab4GNb2Ma6(GNb3Ab4GNb2Ma3)Mb4GNb4(Fa6)GN?
940,IGNT,327,492,Ab4GNb3Ab4GNb2Ma6(Ab4GNb2Ma3)Mb4GNb4(Fa6)GN?,GNb3Ab4GNb3Ab4GNb2Ma6(Ab4GNb2Ma3)Mb4GNb4(Fa6)GN?
941,A3SIAT,327,500,Ab4GNb3Ab4GNb2Ma6(Ab4GNb2Ma3)Mb4GNb4(Fa6)GN?,Ab4GNb3Ab4GNb2Ma6(NNa3Ab4GNb2Ma3)Mb4GNb4(Fa6)GN?
942,A3SIAT,327,501,Ab4GNb3Ab4GNb2Ma6(Ab4GNb2Ma3)Mb4GNb4(Fa6)GN?,NNa3Ab4GNb3Ab4GNb2Ma6(Ab4GNb2Ma3)Mb4GNb4(Fa6)GN?
943,B4GALT,328,486,GNb3Ab4GNb3Ab4GNb2Ma6(GNb2Ma3)Mb4GNb4(Fa6)GN?,Ab4GNb3Ab4GNb3Ab4GNb2Ma6(GNb2Ma3)Mb4GNb4(Fa6)GN?
944,B4GALT,328,492,GNb3Ab4GNb3Ab4GNb2Ma6(GNb2Ma3)Mb4GNb4(Fa6)GN?,GNb3Ab4GNb3Ab4GNb2Ma6(Ab4GNb2Ma3)Mb4GNb4(Fa6)GN?
945,B4GALT,329,487,Ab4GNb2Ma6(GNb3Ab4GNb3Ab4GNb2Ma3)Mb4GNb4GN?,Ab4GNb2Ma6(Ab4GNb3Ab4GNb3Ab4GNb2Ma3)Mb4GNb4GN?
946,IGNT,329,493,Ab4GNb2Ma6(GNb3Ab4GNb3Ab4GNb2Ma3)Mb4GNb4GN?,GNb3Ab4GNb2Ma6(GNb3Ab4GNb3Ab4GNb2Ma3)Mb4GNb4GN?
947,IGNT,330,493,GNb3Ab4GNb2Ma6(Ab4GNb3Ab4GNb2Ma3)Mb4GNb4GN?,GNb3Ab4GNb2Ma6(GNb3Ab4GNb3Ab4GNb2Ma3)Mb4GNb4GN?
948,B4GALT,330,494,GNb3Ab4GNb2Ma6(Ab4GNb3Ab4GNb2Ma3)Mb4GNb4GN?,Ab4GNb3Ab4GNb2Ma6(Ab4GNb3Ab4GNb2Ma3)Mb4GNb4GN?
949,B4GALT,331,494,Ab4GNb3Ab4GNb2Ma6(GNb3Ab4GNb2Ma3)Mb4GNb4GN?,Ab4GNb3Ab4GNb2Ma6(Ab4GNb3Ab4GNb2Ma3)Mb4GNb4GN?
950,IGNT,331,495,Ab4GNb3Ab4GNb2Ma6(GNb3Ab4GNb2Ma3)Mb4GNb4GN?,GNb3Ab4GNb3Ab4GNb2Ma6(GNb3Ab4GNb2Ma3)Mb4GNb4GN?
951,B4GALT,332,488,GNb3Ab4GNb3Ab4GNb2Ma6(Ab4GNb2Ma3)Mb4GNb4GN?,Ab4GNb3Ab4GNb3Ab4GNb2Ma6(Ab4GNb2Ma3)Mb4GNb4GN?
952,IGNT,332,495,GNb3Ab4GNb3Ab4GNb2Ma6(Ab4GNb2Ma3)Mb4GNb4GN?,GNb3Ab4GNb3Ab4GNb2Ma6(GNb3Ab4GNb2Ma3)Mb4GNb4GN?
953,B4GALT,333,497,Ma6(GNb4(NNa3Ab4GNb3Ab4GNb2)Ma3)Mb4GNb4(Fa6)GN?,Ma6(Ab4GNb4(NNa3Ab4GNb3Ab4GNb2)Ma3)Mb4GNb4(Fa6)GN?
954,B4GALT,334,498,Ma6(NNa3Ab4GNb4(GNb3Ab4GNb2)Ma3)Mb4GNb4(Fa6)GN?,Ma6(NNa3Ab4GNb4(Ab4GNb3Ab4GNb2)Ma3)Mb4GNb4(Fa6)GN?
955,A3SIAT,335,496,Ma6(Ab4GNb4(NNa3Ab4GNb3Ab4GNb2)Ma3)Mb4GNb4GN?,Ma6(NNa3Ab4GNb4(NNa3Ab4GNb3Ab4GNb2)Ma3)Mb4GNb4GN?
956,A3SIAT,336,496,Ma6(NNa3Ab4GNb4(Ab4GNb3Ab4GNb2)Ma3)Mb4GNb4GN?,Ma6(NNa3Ab4GNb4(NNa3Ab4GNb3Ab4GNb2)Ma3)Mb4GNb4GN?
957,A3SIAT,337,497,Ma6(Ab4GNb4(Ab4GNb3Ab4GNb2)Ma3)Mb4GNb4(Fa6)GN?,Ma6(Ab4GNb4(NNa3Ab4GNb3Ab4GNb2)Ma3)Mb4GNb4(Fa6)GN?
958,A3SIAT,337,498,Ma6(Ab4GNb4(Ab4GNb3Ab4GNb2)Ma3)Mb4GNb4(Fa6)GN?,Ma6(NNa3Ab4GNb4(Ab4GNb3Ab4GNb2)Ma3)Mb4GNb4(Fa6)GN?
959,B4GALT,338,500,GNb3Ab4GNb2Ma6(NNa3Ab4GNb2Ma3)Mb4GNb4(Fa6)GN?,Ab4GNb3Ab4GNb2Ma6(NNa3Ab4GNb2Ma3)Mb4GNb4(Fa6)GN?
960,B4GALT,339,501,NNa3Ab4GNb3Ab4GNb2Ma6(GNb2Ma3)Mb4GNb4(Fa6)GN?,NNa3Ab4GNb3Ab4GNb2Ma6(Ab4GNb2Ma3)Mb4GNb4(Fa6)GN?
